snapshot,step,delta_omega_rad_s,delta_omega_over_kappa,delta_omega_eff_rad_s,delta_omega_eff_over_kappa,label,U_int_J,sech2_corr,contrast
215,430000,-6.075200e+08,-4.0000,-6.216924e+08,-4.0933,1,2.257324e-21,0.0883,1.0000
216,432000,-6.075200e+08,-4.0000,-6.217292e+08,-4.0936,1,2.257110e-21,0.0883,1.0000
217,434000,-6.075200e+08,-4.0000,-6.217281e+08,-4.0935,1,2.257071e-21,0.0883,1.0000
218,436000,-6.075200e+08,-4.0000,-6.217351e+08,-4.0936,1,2.257081e-21,0.0883,1.0000
219,438000,-6.075200e+08,-4.0000,-6.217183e+08,-4.0935,1,2.257171e-21,0.0883,1.0000
220,440000,-6.075200e+08,-4.0000,-6.217224e+08,-4.0935,1,2.257150e-21,0.0883,1.0000
221,442000,-6.075200e+08,-4.0000,-6.217628e+08,-4.0938,1,2.256916e-21,0.0883,1.0000
222,444000,-6.075200e+08,-4.0000,-6.217791e+08,-4.0939,1,2.256816e-21,0.0883,1.0000
223,446000,-6.075200e+08,-4.0000,-6.218038e+08,-4.0940,1,2.256682e-21,0.0883,1.0000
224,448000,-6.075200e+08,-4.0000,-6.218252e+08,-4.0942,1,2.256554e-21,0.0883,1.0000
225,450000,-6.075200e+08,-4.0000,-6.218525e+08,-4.0944,1,2.256417e-21,0.0883,1.0000
226,452000,-6.075200e+08,-4.0000,-6.218818e+08,-4.0946,1,2.256265e-21,0.0883,1.0000
227,454000,-6.075200e+08,-4.0000,-6.218796e+08,-4.0945,1,2.256271e-21,0.0883,1.0000
228,456000,-6.075200e+08,-4.0000,-6.218760e+08,-4.0945,1,2.256271e-21,0.0883,1.0000
229,458000,-6.075200e+08,-4.0000,-6.218909e+08,-4.0946,1,2.256212e-21,0.0883,1.0000
230,460000,-6.075200e+08,-4.0000,-6.218800e+08,-4.0945,1,2.256249e-21,0.0883,1.0000
231,462000,-6.075200e+08,-4.0000,-6.218843e+08,-4.0946,1,2.256204e-21,0.0883,1.0000
232,464000,-6.075200e+08,-4.0000,-6.219083e+08,-4.0947,1,2.256131e-21,0.0883,1.0000
233,466000,-6.075200e+08,-4.0000,-6.218910e+08,-4.0946,1,2.256197e-21,0.0883,1.0000
234,468000,-6.075200e+08,-4.0000,-6.219094e+08,-4.0947,1,2.256068e-21,0.0883,1.0000
235,470000,-6.075200e+08,-4.0000,-6.218934e+08,-4.0946,1,2.256217e-21,0.0883,1.0000
236,472000,-6.075200e+08,-4.0000,-6.218959e+08,-4.0947,1,2.256190e-21,0.0883,1.0000
237,474000,-6.075200e+08,-4.0000,-6.218827e+08,-4.0946,1,2.256261e-21,0.0883,1.0000
238,476000,-6.075200e+08,-4.0000,-6.218847e+08,-4.0946,1,2.256226e-21,0.0883,1.0000
239,478000,-6.075200e+08,-4.0000,-6.218800e+08,-4.0945,1,2.256253e-21,0.0883,1.0000
240,480000,-6.075200e+08,-4.0000,-6.218619e+08,-4.0944,1,2.256341e-21,0.0883,1.0000
241,482000,-6.075200e+08,-4.0000,-6.218647e+08,-4.0944,1,2.256349e-21,0.0883,1.0000
242,484000,-6.075200e+08,-4.0000,-6.218642e+08,-4.0944,1,2.256341e-21,0.0883,1.0000
243,486000,-6.075200e+08,-4.0000,-6.218653e+08,-4.0945,1,2.256334e-21,0.0883,1.0000
244,488000,-6.075200e+08,-4.0000,-6.218739e+08,-4.0945,1,2.256284e-21,0.0883,1.0000
245,490000,-6.075200e+08,-4.0000,-6.218819e+08,-4.0946,1,2.256242e-21,0.0883,1.0000
246,492000,-6.075200e+08,-4.0000,-6.219056e+08,-4.0947,1,2.256155e-21,0.0883,1.0000
247,494000,-6.075200e+08,-4.0000,-6.219313e+08,-4.0949,1,2.255948e-21,0.0883,1.0000
248,496000,-6.075200e+08,-4.0000,-6.219364e+08,-4.0949,1,2.255952e-21,0.0883,1.0000
249,498000,-6.075200e+08,-4.0000,-6.219328e+08,-4.0949,1,2.255953e-21,0.0883,1.0000
250,500000,-6.075200e+08,-4.0000,-6.219391e+08,-4.0949,1,2.255913e-21,0.0883,1.0000
251,502000,-6.075200e+08,-4.0000,-6.219011e+08,-4.0947,1,2.256133e-21,0.0883,1.0000
252,504000,-6.075200e+08,-4.0000,-6.219135e+08,-4.0948,1,2.256086e-21,0.0883,1.0000
253,506000,-6.075200e+08,-4.0000,-6.219096e+08,-4.0947,1,2.256083e-21,0.0883,1.0000
254,508000,-6.075200e+08,-4.0000,-6.219351e+08,-4.0949,1,2.255957e-21,0.0883,1.0000
255,510000,-6.075200e+08,-4.0000,-6.219447e+08,-4.0950,1,2.255891e-21,0.0883,1.0000
256,512000,-6.075200e+08,-4.0000,-6.219219e+08,-4.0948,1,2.256014e-21,0.0883,1.0000
257,514000,-6.075200e+08,-4.0000,-6.219187e+08,-4.0948,1,2.256068e-21,0.0883,1.0000
258,516000,-6.075200e+08,-4.0000,-6.219079e+08,-4.0947,1,2.256099e-21,0.0883,1.0000
259,518000,-6.075200e+08,-4.0000,-6.218909e+08,-4.0946,1,2.256195e-21,0.0883,1.0000
260,520000,-6.075200e+08,-4.0000,-6.218998e+08,-4.0947,1,2.256136e-21,0.0883,1.0000
261,522000,-6.075200e+08,-4.0000,-6.219134e+08,-4.0948,1,2.256082e-21,0.0883,1.0000
262,524000,-6.075200e+08,-4.0000,-6.219092e+08,-4.0947,1,2.256087e-21,0.0883,1.0000
263,526000,-6.075200e+08,-4.0000,-6.219100e+08,-4.0947,1,2.256074e-21,0.0883,1.0000
264,528000,-6.075200e+08,-4.0000,-6.219070e+08,-4.0947,1,2.256110e-21,0.0883,1.0000
265,530000,-6.075200e+08,-4.0000,-6.219324e+08,-4.0949,1,2.255970e-21,0.0883,1.0000
266,532000,-6.075200e+08,-4.0000,-6.219569e+08,-4.0951,1,2.255811e-21,0.0883,1.0000
267,534000,-6.075200e+08,-4.0000,-6.219453e+08,-4.0950,1,2.255914e-21,0.0883,1.0000
268,536000,-6.075200e+08,-4.0000,-6.219339e+08,-4.0949,1,2.255961e-21,0.0883,1.0000
269,538000,-6.075200e+08,-4.0000,-6.219384e+08,-4.0949,1,2.255916e-21,0.0883,1.0000
270,540000,-6.075200e+08,-4.0000,-6.219486e+08,-4.0950,1,2.255849e-21,0.0883,1.0000
271,542000,-6.075200e+08,-4.0000,-6.219550e+08,-4.0950,1,2.255844e-21,0.0883,1.0000
272,544000,-6.075200e+08,-4.0000,-6.219887e+08,-4.0953,1,2.255649e-21,0.0883,1.0000
273,546000,-6.075200e+08,-4.0000,-6.220154e+08,-4.0954,1,2.255485e-21,0.0883,1.0000
274,548000,-6.075200e+08,-4.0000,-6.220236e+08,-4.0955,1,2.255455e-21,0.0883,1.0000
275,550000,-6.075200e+08,-4.0000,-6.220596e+08,-4.0957,1,2.255258e-21,0.0883,1.0000
276,552000,-6.075200e+08,-4.0000,-6.220665e+08,-4.0958,1,2.255209e-21,0.0883,1.0000
277,554000,-6.075200e+08,-4.0000,-6.220698e+08,-4.0958,1,2.255169e-21,0.0883,1.0000
278,556000,-6.075200e+08,-4.0000,-6.220631e+08,-4.0958,1,2.255249e-21,0.0883,1.0000
279,558000,-6.075200e+08,-4.0000,-6.220549e+08,-4.0957,1,2.255234e-21,0.0883,1.0000
280,560000,-6.075200e+08,-4.0000,-6.220481e+08,-4.0957,1,2.255271e-21,0.0883,1.0000
281,562000,-6.075200e+08,-4.0000,-6.220689e+08,-4.0958,1,2.255178e-21,0.0883,1.0000
282,564000,-6.075200e+08,-4.0000,-6.220332e+08,-4.0956,1,2.255391e-21,0.0883,1.0000
283,566000,-6.075200e+08,-4.0000,-6.220369e+08,-4.0956,1,2.255374e-21,0.0883,1.0000
284,568000,-6.075200e+08,-4.0000,-6.220199e+08,-4.0955,1,2.255448e-21,0.0883,1.0000
285,570000,-6.075200e+08,-4.0000,-6.220250e+08,-4.0955,1,2.255427e-21,0.0883,1.0000
286,572000,-6.075200e+08,-4.0000,-6.220465e+08,-4.0956,1,2.255325e-21,0.0883,1.0000
287,574000,-6.075200e+08,-4.0000,-6.220414e+08,-4.0956,1,2.255335e-21,0.0883,1.0000
288,576000,-6.075200e+08,-4.0000,-6.220139e+08,-4.0954,1,2.255487e-21,0.0883,1.0000
289,578000,-6.075200e+08,-4.0000,-6.220175e+08,-4.0955,1,2.255494e-21,0.0883,1.0000
290,580000,-6.075200e+08,-4.0000,-6.220092e+08,-4.0954,1,2.255511e-21,0.0883,1.0000
291,582000,-6.075200e+08,-4.0000,-6.220006e+08,-4.0953,1,2.255555e-21,0.0883,1.0000
292,584000,-6.075200e+08,-4.0000,-6.220092e+08,-4.0954,1,2.255501e-21,0.0883,1.0000
293,586000,-6.075200e+08,-4.0000,-6.220186e+08,-4.0955,1,2.255492e-21,0.0883,1.0000
294,588000,-6.075200e+08,-4.0000,-6.220304e+08,-4.0955,1,2.255405e-21,0.0883,1.0000
295,590000,-6.075200e+08,-4.0000,-6.220377e+08,-4.0956,1,2.255353e-21,0.0883,1.0000
296,592000,-6.075200e+08,-4.0000,-6.220566e+08,-4.0957,1,2.255236e-21,0.0883,1.0000
297,594000,-6.075200e+08,-4.0000,-6.220397e+08,-4.0956,1,2.255355e-21,0.0883,1.0000
298,596000,-6.075200e+08,-4.0000,-6.220301e+08,-4.0955,1,2.255408e-21,0.0883,1.0000
299,598000,-6.075200e+08,-4.0000,-6.220333e+08,-4.0956,1,2.255409e-21,0.0883,1.0000
300,600000,-6.075200e+08,-4.0000,-6.220230e+08,-4.0955,1,2.255447e-21,0.0883,1.0000
301,602000,-6.075200e+08,-4.0000,-6.220296e+08,-4.0955,1,2.255412e-21,0.0883,1.0000
302,604000,-6.075200e+08,-4.0000,-6.220205e+08,-4.0955,1,2.255470e-21,0.0883,1.0000
303,606000,-6.075200e+08,-4.0000,-6.220401e+08,-4.0956,1,2.255344e-21,0.0883,1.0000
304,608000,-6.075200e+08,-4.0000,-6.220509e+08,-4.0957,1,2.255325e-21,0.0883,1.0000
305,610000,-6.075200e+08,-4.0000,-6.220618e+08,-4.0957,1,2.255200e-21,0.0883,1.0000
306,612000,-6.075200e+08,-4.0000,-6.220593e+08,-4.0957,1,2.255271e-21,0.0883,1.0000
307,614000,-6.075200e+08,-4.0000,-6.220538e+08,-4.0957,1,2.255301e-21,0.0883,1.0000
308,616000,-6.075200e+08,-4.0000,-6.220539e+08,-4.0957,1,2.255267e-21,0.0883,1.0000
309,618000,-6.075200e+08,-4.0000,-6.220328e+08,-4.0956,1,2.255369e-21,0.0883,1.0000
310,620000,-6.075200e+08,-4.0000,-6.220457e+08,-4.0956,1,2.255323e-21,0.0883,1.0000
311,622000,-6.075200e+08,-4.0000,-6.220516e+08,-4.0957,1,2.255322e-21,0.0883,1.0000
312,624000,-6.075200e+08,-4.0000,-6.220437e+08,-4.0956,1,2.255339e-21,0.0883,1.0000
313,626000,-6.075200e+08,-4.0000,-6.220371e+08,-4.0956,1,2.255359e-21,0.0883,1.0000
314,628000,-6.075200e+08,-4.0000,-6.220518e+08,-4.0957,1,2.255308e-21,0.0883,1.0000
315,630000,-6.075200e+08,-4.0000,-6.220497e+08,-4.0957,1,2.255317e-21,0.0883,1.0000
316,632000,-6.075200e+08,-4.0000,-6.220733e+08,-4.0958,1,2.255174e-21,0.0883,1.0000
317,634000,-6.075200e+08,-4.0000,-6.220719e+08,-4.0958,1,2.255194e-21,0.0883,1.0000
318,636000,-6.075200e+08,-4.0000,-6.220940e+08,-4.0960,1,2.255068e-21,0.0883,1.0000
319,638000,-6.075200e+08,-4.0000,-6.220776e+08,-4.0958,1,2.255155e-21,0.0883,1.0000
320,640000,-6.075200e+08,-4.0000,-6.220734e+08,-4.0958,1,2.255129e-21,0.0883,1.0000
321,642000,-6.075200e+08,-4.0000,-6.220777e+08,-4.0958,1,2.255169e-21,0.0883,1.0000
322,644000,-6.075200e+08,-4.0000,-6.220967e+08,-4.0960,1,2.255022e-21,0.0883,1.0000
323,646000,-6.075200e+08,-4.0000,-6.221347e+08,-4.0962,1,2.254839e-21,0.0883,1.0000
324,648000,-6.075200e+08,-4.0000,-6.221117e+08,-4.0961,1,2.254965e-21,0.0883,1.0000
325,650000,-6.075200e+08,-4.0000,-6.221167e+08,-4.0961,1,2.254898e-21,0.0883,1.0000
326,652000,-6.075200e+08,-4.0000,-6.221176e+08,-4.0961,1,2.254908e-21,0.0883,1.0000
327,654000,-6.075200e+08,-4.0000,-6.221492e+08,-4.0963,1,2.254725e-21,0.0883,1.0000
328,656000,-6.075200e+08,-4.0000,-6.221754e+08,-4.0965,1,2.254618e-21,0.0883,1.0000
329,658000,-6.075200e+08,-4.0000,-6.221860e+08,-4.0966,1,2.254519e-21,0.0883,1.0000
330,660000,-6.075200e+08,-4.0000,-6.221732e+08,-4.0965,1,2.254586e-21,0.0883,1.0000
331,662000,-6.075200e+08,-4.0000,-6.221637e+08,-4.0964,1,2.254655e-21,0.0883,1.0000
332,664000,-6.075200e+08,-4.0000,-6.221779e+08,-4.0965,1,2.254590e-21,0.0883,1.0000
333,666000,-6.075200e+08,-4.0000,-6.221764e+08,-4.0965,1,2.254604e-21,0.0883,1.0000
334,668000,-6.075200e+08,-4.0000,-6.221983e+08,-4.0966,1,2.254471e-21,0.0883,1.0000
335,670000,-6.075200e+08,-4.0000,-6.221959e+08,-4.0966,1,2.254483e-21,0.0883,1.0000
336,672000,-6.075200e+08,-4.0000,-6.221718e+08,-4.0965,1,2.254560e-21,0.0883,1.0000
337,674000,-6.075200e+08,-4.0000,-6.221425e+08,-4.0963,1,2.254789e-21,0.0883,1.0000
338,676000,-6.075200e+08,-4.0000,-6.221379e+08,-4.0962,1,2.254793e-21,0.0883,1.0000
339,678000,-6.075200e+08,-4.0000,-6.221171e+08,-4.0961,1,2.254912e-21,0.0883,1.0000
340,680000,-6.075200e+08,-4.0000,-6.221270e+08,-4.0962,1,2.254875e-21,0.0883,1.0000
341,682000,-6.075200e+08,-4.0000,-6.221107e+08,-4.0961,1,2.254975e-21,0.0883,1.0000
342,684000,-6.075200e+08,-4.0000,-6.220909e+08,-4.0959,1,2.255043e-21,0.0883,1.0000
343,686000,-6.075200e+08,-4.0000,-6.221067e+08,-4.0960,1,2.254982e-21,0.0883,1.0000
344,688000,-6.075200e+08,-4.0000,-6.221117e+08,-4.0961,1,2.254957e-21,0.0883,1.0000
345,690000,-6.075200e+08,-4.0000,-6.221176e+08,-4.0961,1,2.254911e-21,0.0883,1.0000
346,692000,-6.075200e+08,-4.0000,-6.221247e+08,-4.0962,1,2.254854e-21,0.0883,1.0000
347,694000,-6.075200e+08,-4.0000,-6.221522e+08,-4.0963,1,2.254747e-21,0.0883,1.0000
348,696000,-6.075200e+08,-4.0000,-6.221475e+08,-4.0963,1,2.254771e-21,0.0883,1.0000
349,698000,-6.075200e+08,-4.0000,-6.221428e+08,-4.0963,1,2.254786e-21,0.0883,1.0000
350,700000,-6.075200e+08,-4.0000,-6.221728e+08,-4.0965,1,2.254614e-21,0.0883,1.0000
351,702000,-6.075200e+08,-4.0000,-6.221574e+08,-4.0964,1,2.254696e-21,0.0883,1.0000
352,704000,-6.075200e+08,-4.0000,-6.221492e+08,-4.0963,1,2.254714e-21,0.0883,1.0000
353,706000,-6.075200e+08,-4.0000,-6.221444e+08,-4.0963,1,2.254741e-21,0.0883,1.0000
354,708000,-6.075200e+08,-4.0000,-6.221491e+08,-4.0963,1,2.254757e-21,0.0883,1.0000
355,710000,-6.075200e+08,-4.0000,-6.221600e+08,-4.0964,1,2.254640e-21,0.0883,1.0000
356,712000,-6.075200e+08,-4.0000,-6.221423e+08,-4.0963,1,2.254779e-21,0.0883,1.0000
357,714000,-6.075200e+08,-4.0000,-6.221532e+08,-4.0963,1,2.254759e-21,0.0883,1.0000
358,716000,-6.075200e+08,-4.0000,-6.221737e+08,-4.0965,1,2.254591e-21,0.0883,1.0000
359,718000,-6.075200e+08,-4.0000,-6.221684e+08,-4.0964,1,2.254641e-21,0.0883,1.0000
360,720000,-6.075200e+08,-4.0000,-6.221640e+08,-4.0964,1,2.254664e-21,0.0883,1.0000
361,722000,-6.075200e+08,-4.0000,-6.221471e+08,-4.0963,1,2.254735e-21,0.0883,1.0000
362,724000,-6.075200e+08,-4.0000,-6.221828e+08,-4.0965,1,2.254574e-21,0.0883,1.0000
363,726000,-6.075200e+08,-4.0000,-6.221620e+08,-4.0964,1,2.254684e-21,0.0883,1.0000
364,728000,-6.075200e+08,-4.0000,-6.221487e+08,-4.0963,1,2.254754e-21,0.0883,1.0000
365,730000,-6.075200e+08,-4.0000,-6.221426e+08,-4.0963,1,2.254783e-21,0.0883,1.0000
366,732000,-6.075200e+08,-4.0000,-6.221500e+08,-4.0963,1,2.254759e-21,0.0883,1.0000
367,734000,-6.075200e+08,-4.0000,-6.221452e+08,-4.0963,1,2.254744e-21,0.0883,1.0000
368,736000,-6.075200e+08,-4.0000,-6.221617e+08,-4.0964,1,2.254679e-21,0.0883,1.0000
369,738000,-6.075200e+08,-4.0000,-6.221523e+08,-4.0963,1,2.254707e-21,0.0883,1.0000
370,740000,-6.075200e+08,-4.0000,-6.221669e+08,-4.0964,1,2.254626e-21,0.0883,1.0000
371,742000,-6.075200e+08,-4.0000,-6.221821e+08,-4.0965,1,2.254582e-21,0.0883,1.0000
372,744000,-6.075200e+08,-4.0000,-6.221690e+08,-4.0965,1,2.254648e-21,0.0883,1.0000
373,746000,-6.075200e+08,-4.0000,-6.221754e+08,-4.0965,1,2.254624e-21,0.0883,1.0000
374,748000,-6.075200e+08,-4.0000,-6.221803e+08,-4.0965,1,2.254560e-21,0.0883,1.0000
375,750000,-6.075200e+08,-4.0000,-6.221784e+08,-4.0965,1,2.254568e-21,0.0883,1.0000
376,752000,-6.075200e+08,-4.0000,-6.221691e+08,-4.0965,1,2.254617e-21,0.0883,1.0000
377,754000,-6.075200e+08,-4.0000,-6.221756e+08,-4.0965,1,2.254584e-21,0.0883,1.0000
378,756000,-6.075200e+08,-4.0000,-6.221647e+08,-4.0964,1,2.254668e-21,0.0883,1.0000
379,758000,-6.075200e+08,-4.0000,-6.221866e+08,-4.0966,1,2.254528e-21,0.0883,1.0000
380,760000,-6.075200e+08,-4.0000,-6.221891e+08,-4.0966,1,2.254519e-21,0.0883,1.0000
381,762000,-6.075200e+08,-4.0000,-6.221978e+08,-4.0966,1,2.254478e-21,0.0883,1.0000
382,764000,-6.075200e+08,-4.0000,-6.222025e+08,-4.0967,1,2.254452e-21,0.0883,1.0000
383,766000,-6.075200e+08,-4.0000,-6.221880e+08,-4.0966,1,2.254531e-21,0.0883,1.0000
384,768000,-6.075200e+08,-4.0000,-6.222095e+08,-4.0967,1,2.254438e-21,0.0883,1.0000
385,770000,-6.075200e+08,-4.0000,-6.222044e+08,-4.0967,1,2.254439e-21,0.0883,1.0000
386,772000,-6.075200e+08,-4.0000,-6.222236e+08,-4.0968,1,2.254346e-21,0.0883,1.0000
387,774000,-6.075200e+08,-4.0000,-6.222211e+08,-4.0968,1,2.254306e-21,0.0883,1.0000
388,776000,-6.075200e+08,-4.0000,-6.222257e+08,-4.0968,1,2.254353e-21,0.0883,1.0000
389,778000,-6.075200e+08,-4.0000,-6.222291e+08,-4.0968,1,2.254292e-21,0.0883,1.0000
390,780000,-6.075200e+08,-4.0000,-6.222425e+08,-4.0969,1,2.254221e-21,0.0883,1.0000
391,782000,-6.075200e+08,-4.0000,-6.222555e+08,-4.0970,1,2.254133e-21,0.0883,1.0000
392,784000,-6.075200e+08,-4.0000,-6.222331e+08,-4.0969,1,2.254236e-21,0.0883,1.0000
393,786000,-6.075200e+08,-4.0000,-6.222511e+08,-4.0970,1,2.254168e-21,0.0883,1.0000
394,788000,-6.075200e+08,-4.0000,-6.222792e+08,-4.0972,1,2.254049e-21,0.0883,1.0000
395,790000,-6.075200e+08,-4.0000,-6.222856e+08,-4.0972,1,2.253988e-21,0.0883,1.0000
396,792000,-6.075200e+08,-4.0000,-6.222639e+08,-4.0971,1,2.254110e-21,0.0883,1.0000
397,794000,-6.075200e+08,-4.0000,-6.222776e+08,-4.0972,1,2.254024e-21,0.0883,1.0000
398,796000,-6.075200e+08,-4.0000,-6.222644e+08,-4.0971,1,2.254090e-21,0.0883,1.0000
399,798000,-6.075200e+08,-4.0000,-6.222664e+08,-4.0971,1,2.254078e-21,0.0883,1.0000
400,800000,-6.075200e+08,-4.0000,-6.222606e+08,-4.0971,1,2.254094e-21,0.0883,1.0000
401,802000,-6.075200e+08,-4.0000,-6.222771e+08,-4.0972,1,2.254003e-21,0.0883,1.0000
402,804000,-6.075200e+08,-4.0000,-6.222604e+08,-4.0971,1,2.254099e-21,0.0883,1.0000
403,806000,-6.075200e+08,-4.0000,-6.222794e+08,-4.0972,1,2.254019e-21,0.0883,1.0000
404,808000,-6.075200e+08,-4.0000,-6.222842e+08,-4.0972,1,2.253959e-21,0.0883,1.0000
405,810000,-6.075200e+08,-4.0000,-6.222917e+08,-4.0973,1,2.253959e-21,0.0883,1.0000
406,812000,-6.075200e+08,-4.0000,-6.222926e+08,-4.0973,1,2.253925e-21,0.0883,1.0000
407,814000,-6.075200e+08,-4.0000,-6.222984e+08,-4.0973,1,2.253893e-21,0.0883,1.0000
408,816000,-6.075200e+08,-4.0000,-6.223185e+08,-4.0974,1,2.253782e-21,0.0883,1.0000
409,818000,-6.075200e+08,-4.0000,-6.223548e+08,-4.0977,1,2.253579e-21,0.0883,1.0000
410,820000,-6.075200e+08,-4.0000,-6.223315e+08,-4.0975,1,2.253725e-21,0.0883,1.0000
411,822000,-6.075200e+08,-4.0000,-6.223214e+08,-4.0975,1,2.253760e-21,0.0883,1.0000
412,824000,-6.075200e+08,-4.0000,-6.223263e+08,-4.0975,1,2.253767e-21,0.0883,1.0000
413,826000,-6.075200e+08,-4.0000,-6.223160e+08,-4.0974,1,2.253815e-21,0.0883,1.0000
414,828000,-6.075200e+08,-4.0000,-6.222920e+08,-4.0973,1,2.253976e-21,0.0883,1.0000
415,830000,-6.075200e+08,-4.0000,-6.222547e+08,-4.0970,1,2.254102e-21,0.0883,1.0000
416,832000,-6.075200e+08,-4.0000,-6.222461e+08,-4.0970,1,2.254155e-21,0.0883,1.0000
417,834000,-6.075200e+08,-4.0000,-6.222741e+08,-4.0971,1,2.254045e-21,0.0883,1.0000
418,836000,-6.075200e+08,-4.0000,-6.222756e+08,-4.0972,1,2.254050e-21,0.0883,1.0000
419,838000,-6.075200e+08,-4.0000,-6.222648e+08,-4.0971,1,2.254058e-21,0.0883,1.0000
420,840000,-6.075200e+08,-4.0000,-6.222330e+08,-4.0969,1,2.254290e-21,0.0883,1.0000
421,842000,-6.075200e+08,-4.0000,-6.222240e+08,-4.0968,1,2.254316e-21,0.0883,1.0000
422,844000,-6.075200e+08,-4.0000,-6.222201e+08,-4.0968,1,2.254342e-21,0.0883,1.0000
423,846000,-6.075200e+08,-4.0000,-6.222226e+08,-4.0968,1,2.254319e-21,0.0883,1.0000
424,848000,-6.075200e+08,-4.0000,-6.222090e+08,-4.0967,1,2.254429e-21,0.0883,1.0000
425,850000,-6.075200e+08,-4.0000,-6.222184e+08,-4.0968,1,2.254359e-21,0.0883,1.0000
426,852000,-6.075200e+08,-4.0000,-6.222422e+08,-4.0969,1,2.254226e-21,0.0883,1.0000
427,854000,-6.075200e+08,-4.0000,-6.222495e+08,-4.0970,1,2.254207e-21,0.0883,1.0000
428,856000,-6.075200e+08,-4.0000,-6.222265e+08,-4.0968,1,2.254311e-21,0.0883,1.0000
429,858000,-6.075200e+08,-4.0000,-6.222231e+08,-4.0968,1,2.254338e-21,0.0883,1.0000
